id,name,debut_manga,debut_anime,debut_novel,debut_movie,debut_game,debut_ova,sex,blood_type,clan
1121,Shizuku (Taki),N/A,N/A,Naruto: Mission: Protect The Waterfall Village! (novel),N/A,N/A,Mission: Protect the Waterfall Village!,Female,N/A,N/A
1124,Shōseki,N/A,Naruto Shippūden Episode #184,N/A,N/A,N/A,N/A,Male,N/A,N/A
1125,Shū,Naruto Chapter #151,Naruto Episode #87,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
1126,Shū (lord),N/A,Naruto Shippūden Episode #309,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1128,Shun,N/A,Naruto Shippūden Episode #330,N/A,N/A,N/A,N/A,Male,N/A,N/A
1130,Sky Ninja Executive,N/A,N/A,Naruto Shippūden the Movie: Bonds,Naruto Shippūden the Movie: Bonds,N/A,N/A,Male,N/A,N/A
1131,Ran Sōgi,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Male,N/A,N/A
1132,Suzu Sōgi,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Female,N/A,N/A
1133,Sōma,N/A,Boruto Episode #117,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1136,Sora (orphan),N/A,Naruto Shippūden Episode #290,N/A,N/A,N/A,N/A,Female,N/A,N/A
1137,Sōta,N/A,Naruto Shippūden Episode #234,N/A,N/A,N/A,N/A,Male,N/A,N/A
1138,Sōzu,Naruto Chapter #149,Naruto Episode #86,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
1139,Spirit Beast,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1140,Stone Carver,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1141,Stone Carver's Assistant,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1146,Suiko,N/A,Naruto Episode #216,N/A,N/A,N/A,N/A,Male,N/A,N/A
1148,Suiren (Kiri),N/A,Naruto Shippūden Episode #242,N/A,N/A,N/A,N/A,Female,N/A,N/A
1150,Sukeza,N/A,Naruto Episode #152,N/A,N/A,N/A,N/A,Male,N/A,N/A
1151,Sukima,Naruto Chapter #41,Naruto Episode #24,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
1152,Sukui,N/A,Naruto Shippūden Episode #307,N/A,N/A,N/A,N/A,Female,N/A,N/A
1153,Sukune,N/A,Naruto Shippūden Episode #187,N/A,N/A,N/A,N/A,Male,N/A,N/A
1156,Sumire (citizen),Naruto Chapter #286,Naruto Shippūden Episode #36,N/A,N/A,N/A,N/A,Female,N/A,N/A
1159,Suname,Naruto Chapter #248,Naruto Shippūden Episode #3,N/A,N/A,N/A,N/A,Male,N/A,N/A
1160,Susuki,Naruto Chapter #150,Naruto Episode #86,N/A,N/A,N/A,N/A,Female,N/A,N/A
1161,Susuki (Land of Demons),N/A,N/A,Naruto Shippūden the Movie,Naruto Shippūden the Movie,N/A,N/A,Male,N/A,N/A
1162,Suzaku (minister),N/A,Naruto Shippūden Episode #460,N/A,N/A,N/A,N/A,Male,N/A,N/A
1164,Suzume,Naruto Chapter #71,Naruto Episode #41,N/A,N/A,N/A,N/A,Female,A,N/A
1167,Suzuran,N/A,Naruto Shippūden Episode #485,N/A,N/A,N/A,N/A,Male,N/A,N/A
1168,Soul Tao,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Female,N/A,N/A
1169,Tadaichi,N/A,Naruto Shippūden Episode #484,Sasuke Shinden: Book of Sunrise,N/A,N/A,N/A,Male,N/A,N/A
1170,Tagitsuhime,N/A,Boruto Episode #75,N/A,N/A,N/A,N/A,Female,N/A,N/A
1171,Tagorihime,N/A,Boruto Episode #75,N/A,N/A,N/A,N/A,Female,N/A,N/A
1172,Taiki,N/A,Boruto Episode #234,N/A,N/A,N/A,N/A,Male,N/A,N/A
1175,Taji,Naruto Chapter #500,Naruto Shippūden Episode #247,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Female,N/A,N/A
1176,Tajiki,Naruto Chapter #522,Naruto Shippūden Episode #265,N/A,N/A,N/A,N/A,Male,N/A,N/A
1177,Takamaru,Naruto Chapter #250,Naruto Shippūden Episode #7,N/A,N/A,N/A,N/A,Male,N/A,N/A
1178,Nitora Take,N/A,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,N/A,N/A,Female,N/A,N/A
1180,Takishi,Naruto Chapter #351,Naruto Shippūden Episode #117,N/A,N/A,N/A,N/A,Male,N/A,N/A
1181,Taku,N/A,Naruto Shippūden Episode #281,N/A,N/A,N/A,N/A,Male,N/A,N/A
1182,Tamae,Naruto Chapter #421,Naruto Shippūden Episode #157,N/A,N/A,N/A,N/A,Female,N/A,N/A
1184,Tamao,N/A,Naruto Shippūden Episode #309,N/A,N/A,N/A,N/A,Female,N/A,N/A
1185,Tami,Naruto Chapter #421,Naruto Shippūden Episode #157,Naruto Retsuden: Naruto Uzumaki and the Spiral Destiny,N/A,N/A,N/A,Female,N/A,N/A
1186,Tango,Naruto Chapter #515,Naruto Shippūden Episode #261,N/A,N/A,N/A,N/A,Male,N/A,N/A
1187,Tanishi,N/A,Naruto Shippūden Episode #187,N/A,N/A,N/A,N/A,Male,N/A,N/A
1188,Tanzō,Naruto Chapter #60,Naruto Episode #35,N/A,N/A,N/A,N/A,Male,N/A,N/A
1189,Soul Tao,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Female,N/A,N/A
1190,Soul Tao,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Female,N/A,N/A
1191,Tarō,N/A,Naruto Shippūden Episode #360,N/A,N/A,N/A,N/A,Male,N/A,N/A
1193,Tarui,Boruto Chapter #3,Boruto Episode #56,Boruto: Naruto the Movie,Boruto: Naruto the Movie,N/A,N/A,Female,N/A,N/A
1194,Taruto,N/A,Boruto Episode #260,N/A,N/A,N/A,N/A,Male,N/A,N/A
1198,Tatsuji,N/A,Naruto Shippūden Episode #64,N/A,N/A,N/A,N/A,Male,N/A,N/A
1199,Tatsumi,N/A,Boruto Episode #108,Konoha Shinden: Steam Ninja Scrolls,N/A,N/A,N/A,Female,N/A,N/A
1201,Akari Tatsushiro,N/A,N/A,N/A,N/A,Naruto Shippūden: Dragon Blade Chronicles,N/A,Female,N/A,Ryū
1204,Tazuna,Naruto Chapter #9,Naruto Episode #6,"Naruto: Innocent Heart, Demonic Blood",N/A,Naruto: Konoha Ninpōchō,Hidden Leaf Village Grand Sports Festival!,Male,A,N/A
1206,Teguse,Naruto Chapter #19,Naruto Episode #11,N/A,N/A,Naruto: Konoha Ninpōchō,N/A,Male,N/A,N/A
1207,Tekkan,N/A,Boruto Episode #233,Shikamaru Shinden: A Cloud Dancing in Forlorn Falling Petals,N/A,N/A,N/A,N/A,N/A,N/A
1209,Temui,Naruto Chapter #534,Naruto Shippūden Episode #275,N/A,N/A,N/A,N/A,Male,N/A,N/A
1212,Tenga,Naruto Chapter #488,Naruto Shippūden Episode #218,N/A,N/A,N/A,N/A,Male,N/A,N/A
1213,Tenji,N/A,Naruto Shippūden Episode #460,N/A,N/A,N/A,N/A,Male,N/A,N/A
1217,Tenzō (Iburi Clan),N/A,Naruto Shippūden Episode #354,N/A,N/A,N/A,N/A,Male,N/A,Iburi
1218,Teo,N/A,Boruto Episode #113,N/A,N/A,N/A,N/A,Male,N/A,N/A
1220,Terai,Naruto Chapter #454,Naruto Shippūden Episode #198,N/A,N/A,N/A,N/A,Male,N/A,N/A
1221,Teru,N/A,Boruto Episode #266,N/A,N/A,N/A,N/A,Male,N/A,N/A
1222,Terubō,Naruto Chapter #582,Naruto Shippūden Episode #335,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Male,N/A,N/A
1224,Tessa,Naruto Chapter #516,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
1225,Tetsu,Naruto Chapter #540,Naruto Shippūden Episode #278,N/A,N/A,N/A,N/A,Male,N/A,N/A
1226,Tetsuru,Naruto Chapter #348,Naruto Shippūden Episode #116,N/A,N/A,N/A,N/A,Male,N/A,N/A
1227,Teuchi,Databook #1,Naruto Episode #52,The Last: Naruto the Movie,Naruto Shippūden the Movie: The Will of Fire,Naruto: Konoha Ninpōchō,Hidden Leaf Village Grand Sports Festival!,Male,O,N/A
1228,Tezuna,N/A,Naruto Shippūden Episode #129,N/A,N/A,N/A,N/A,Female,N/A,N/A
1230,Tobimaru,Naruto Chapter #488,Naruto Shippūden Episode #218,N/A,N/A,N/A,N/A,Male,N/A,N/A
1231,Tobio,Naruto Chapter #3,Naruto Episode #3,N/A,N/A,N/A,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Male,N/A,N/A
1233,Todoroki,N/A,Naruto Episode #209,N/A,N/A,N/A,N/A,Male,N/A,N/A
1234,Tōfū,N/A,Naruto Shippūden Episode #195,N/A,N/A,N/A,N/A,Male,N/A,N/A
1235,Tofu,N/A,Boruto Episode #41,N/A,N/A,N/A,N/A,Male,N/A,N/A
1236,Tessen Togeito,Naruto Chapter #423,Naruto Shippūden Episode #159,N/A,N/A,N/A,N/A,Male,N/A,N/A
1238,Tokara,Naruto Chapter #599,Naruto Shippūden Episode #343,N/A,N/A,N/A,N/A,Male,N/A,N/A
1239,Toki,N/A,Naruto Episode #163,N/A,N/A,N/A,N/A,Female,N/A,N/A
1241,Kabure Tokisuki,Naruto Chapter #491,Naruto Shippūden Episode #222,N/A,N/A,N/A,N/A,Male,N/A,N/A
1243,Tomari,Naruto Chapter #129,Naruto Episode #75,N/A,N/A,N/A,N/A,Male,N/A,N/A
1244,Tomaru,N/A,Boruto Episode #67,N/A,N/A,N/A,N/A,Male,N/A,N/A
1246,Tonika Village Head,N/A,Naruto Shippūden Episode #290,N/A,N/A,N/A,N/A,Male,N/A,N/A
1248,Katasuke Tōno,Boruto Chapter #1,Boruto Episode #43,Boruto: Naruto the Movie,Boruto: Naruto the Movie,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Male,N/A,N/A
1249,Tonsuke,N/A,Boruto Episode #113,N/A,N/A,N/A,N/A,Male,N/A,N/A
1250,Tonton,Naruto Chapter #148,Naruto Episode #85,N/A,Naruto Shippūden the Movie,Naruto: Ultimate Ninja 2,Hidden Leaf Village Grand Sports Festival!,N/A,N/A,N/A
1251,Tora,Naruto Chapter #9,Naruto Episode #6,N/A,N/A,Naruto: Konoha Ninpōchō,Naruto x UT,Female,N/A,N/A
1252,Tora (Anbu),Naruto Chapter #399,Naruto Shippūden Episode #140,N/A,N/A,N/A,N/A,Male,N/A,N/A
1253,Kumade Toriichi,Naruto Chapter #12,Naruto Episode #7,N/A,N/A,N/A,N/A,Male,N/A,N/A
1254,Takajō Torikai,Naruto Chapter #451,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1257,Tosaka,N/A,Boruto Episode #98,N/A,N/A,N/A,N/A,Male,N/A,N/A
1258,Toshi,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1261,Tsubaki (parent),Naruto Chapter #1,Naruto Episode #1,N/A,N/A,Naruto: Rise of a Ninja,N/A,Female,N/A,N/A
1262,Tsubaki (anime),N/A,Naruto Episode #143,N/A,N/A,N/A,N/A,Female,N/A,N/A
1263,Tsubaki (game),N/A,N/A,N/A,N/A,Naruto Shippūden: Ultimate Ninja 4,N/A,Female,N/A,N/A
1264,Tsubusa,Naruto Chapter #247,Naruto Shippūden Episode #2,N/A,N/A,N/A,N/A,Male,N/A,N/A
1266,Tsuchigumo Chief,N/A,Naruto Shippūden Episode #145,N/A,N/A,N/A,N/A,Male,N/A,Tsuchigumo
1267,Tsuchino,Naruto Chapter #129,Naruto Episode #75,N/A,N/A,N/A,N/A,Male,N/A,N/A
1268,Tsuchinoe,N/A,Naruto Shippūden Episode #351,N/A,N/A,N/A,N/A,Female,N/A,N/A
1269,Tsuchinoto,N/A,Naruto Shippūden Episode #351,N/A,N/A,N/A,N/A,Male,N/A,N/A
1271,Hikaru Tsuki,N/A,N/A,Naruto the Movie: Guardians of the Crescent Moon Kingdom,Naruto the Movie: Guardians of the Crescent Moon Kingdom,Naruto: Path of the Ninja 2  (movie poster),N/A,Male,N/A,N/A
1272,Kakeru Tsuki,N/A,N/A,Naruto the Movie: Guardians of the Crescent Moon Kingdom,Naruto the Movie: Guardians of the Crescent Moon Kingdom,N/A,N/A,Male,N/A,N/A
1273,Michiru Tsuki,N/A,N/A,Naruto the Movie: Guardians of the Crescent Moon Kingdom,Naruto the Movie: Guardians of the Crescent Moon Kingdom,Naruto: Path of the Ninja 2  (movie poster),N/A,Male,N/A,N/A
1275,Tsukino's Father,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1277,Tsukune,N/A,Naruto Shippūden Episode #494,N/A,N/A,N/A,N/A,Male,N/A,N/A
1278,Tsukushi,Naruto Chapter #350,Naruto Shippūden Episode #117,N/A,N/A,N/A,N/A,Male,N/A,N/A
1281,Tsunami,Naruto Chapter #16,Naruto Episode #10,"Naruto: Innocent Heart, Demonic Blood",N/A,Naruto: Konoha Ninpōchō,Hidden Leaf Village Grand Sports Festival!,Female,A,N/A
1285,Tsuzumi,N/A,Naruto Episode #209,N/A,N/A,N/A,N/A,Male,N/A,N/A
1286,Tsuzumi (cultist),N/A,Boruto Episode #210,N/A,N/A,N/A,N/A,Male,N/A,N/A
1287,Ubau,N/A,Naruto Shippūden Episode #229,N/A,N/A,N/A,N/A,Male,N/A,N/A
1291,Hikaku Uchiha,Naruto Chapter #398,Naruto Shippūden Episode #140,N/A,N/A,N/A,N/A,Male,N/A,Uchiha
1292,Inabi Uchiha,Naruto Chapter #221,Naruto Episode #129,Itachi Shinden: Book of Bright Light,N/A,Naruto Shippūden: Ultimate Ninja Storm 2,The Two Uchiha,Male,N/A,Uchiha
1294,Itachi's Crow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1295,Izumi Uchiha,N/A,Naruto Shippūden Episode #451,Itachi Shinden: Book of Bright Light,N/A,Naruto Mobile,N/A,Female,N/A,Uchiha
1297,Kagami Uchiha,Naruto Chapter #481,Naruto Shippūden Episode #211,N/A,N/A,N/A,N/A,Male,N/A,Uchiha
1300,Mikoto Uchiha,Naruto Chapter #145,Naruto Episode #84,Itachi Shinden: Book of Bright Light,N/A,Naruto: The Broken Bond,N/A,Female,A,Uchiha
1304,Obito's Grandmother,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,Uchiha
1308,Setsuna Uchiha,Naruto Chapter #399,Naruto Shippūden Episode #140,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 2,N/A,Male,N/A,Uchiha
1311,Taiko Uchiha,N/A,Naruto Shippūden Episode #443,N/A,N/A,N/A,N/A,Male,N/A,Uchiha
1312,Tajima Uchiha,Naruto Chapter #623,Naruto Shippūden Episode #368,N/A,N/A,N/A,N/A,Male,A,Uchiha
1314,Teyaki Uchiha,Naruto Chapter #225,Naruto Episode #84,N/A,N/A,Naruto: The Broken Bond,N/A,Male,N/A,Uchiha
1315,Uruchi Uchiha,Naruto Chapter #225,Naruto Episode #84,N/A,N/A,Naruto Mobile,N/A,Female,N/A,Uchiha
1316,Yakumi Uchiha,Naruto Chapter #399,Naruto Shippūden Episode #140,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 2,The Two Uchiha,Male,N/A,Uchiha
1317,Yashiro Uchiha,Naruto Chapter #221,Naruto Episode #129,Itachi Shinden: Book of Bright Light,N/A,Naruto Shippūden: Ultimate Ninja Storm 2,The Two Uchiha,Male,N/A,Uchiha
1318,Ugai,Naruto Chapter #210,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1319,Ugatsu,Naruto Chapter #369,Naruto Shippūden Episode #129,N/A,N/A,N/A,N/A,Male,N/A,N/A
1322,Arashi Umeya,N/A,N/A,N/A,N/A,N/A,Chūnin Exam on Fire! Naruto vs. Konohamaru!,Male,N/A,N/A
1324,Ikkaku Umino,Naruto Chapter #503,Naruto Shippūden Episode #177,N/A,N/A,N/A,N/A,Male,N/A,N/A
1326,Kohari Umino,Naruto Chapter #503,Naruto Shippūden Episode #177,N/A,N/A,N/A,N/A,Female,N/A,N/A
1327,Awaji Unabara,N/A,Boruto Episode #233,N/A,N/A,N/A,N/A,Male,N/A,N/A
1328,Sanzui Unabara,N/A,Boruto Episode #31,N/A,N/A,N/A,N/A,Male,N/A,N/A
1329,Unagi,N/A,Naruto Shippūden Episode #176,N/A,N/A,N/A,N/A,Male,N/A,N/A
1331,Urakaku,Naruto Chapter #456,Naruto Shippūden Episode #199,N/A,N/A,Naruto Shippūden: Ultimate Ninja Impact,N/A,Male,N/A,N/A
1332,Urushi,Naruto Chapter #582,Naruto Shippūden Episode #335,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Male,N/A,N/A
1334,Ushi,Naruto Chapter #399,Naruto Shippūden Episode #140,N/A,N/A,N/A,N/A,Male,N/A,N/A
1347,Victor's Secretary,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
1348,Village Headman,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1349,Kyūroku Wagarashi,N/A,Naruto Episode #102,N/A,N/A,N/A,N/A,Male,N/A,Wagarashi family
1351,Jirōchō Wasabi,N/A,Naruto Episode #97,N/A,N/A,N/A,N/A,Male,N/A,Wasabi Family
1352,Watase,N/A,Naruto Shippūden Episode #281,N/A,N/A,N/A,N/A,Male,N/A,N/A
1354,Ya,N/A,Naruto Episode #101,N/A,N/A,Naruto: Path of the Ninja 2,N/A,Male,N/A,N/A
1355,Yagura (anime),N/A,Naruto Episode #195,N/A,N/A,N/A,N/A,Male,N/A,N/A
1357,Yajirobee,Naruto Chapter #1,Naruto Episode #1,N/A,N/A,Naruto: Rise of a Ninja,N/A,Male,N/A,N/A
1358,Yakku,Naruto Chapter #253,Naruto Shippūden Episode #10,N/A,N/A,N/A,N/A,Male,N/A,N/A
1360,Kabuto's Sensei,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1363,Yamame (citizen),N/A,Boruto Episode #243,N/A,N/A,N/A,N/A,Male,N/A,N/A
1366,Ino's Mother,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,Yamanaka
1371,Yamaoka,Boruto Chapter #11,Boruto Episode #148,N/A,N/A,N/A,N/A,Male,N/A,N/A
1378,Remon Yoimura,N/A,Boruto Episode #116,N/A,N/A,N/A,N/A,Female,N/A,Yoimura
1379,Yokaze,N/A,Naruto Shippūden Episode #307,N/A,N/A,N/A,N/A,Male,N/A,N/A
1380,Kuwa Yokohori,N/A,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,N/A,N/A,Male,N/A,N/A
1381,Yokozuna,N/A,Naruto Shippūden Episode #281,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
1384,Yone,N/A,Naruto Shippūden Episode #187,N/A,N/A,N/A,N/A,Female,N/A,N/A
1388,Kaede Yoshino,N/A,N/A,N/A,N/A,N/A,Find the Four-Leaf Red Clover!,Female,N/A,N/A
1392,Kiyoi Yotsuki,Naruto Chapter #408,Naruto Shippūden Episode #142,N/A,N/A,Naruto Shippūden: Ultimate Ninja Impact,N/A,Male,N/A,Yotsuki
1393,Yubeshi,N/A,Boruto Episode #260,N/A,N/A,N/A,N/A,Female,N/A,N/A
1395,Yūdachi,Naruto Chapter #368,Naruto Shippūden Episode #129,N/A,N/A,Naruto Shippūden: Ultimate Ninja Impact,N/A,Male,N/A,N/A
1398,Shinku Yūhi,Naruto Chapter #503,Naruto Shippūden Episode #248,N/A,N/A,N/A,N/A,Male,N/A,N/A
1399,Yui,Naruto Chapter #286,Naruto Shippūden Episode #36,N/A,N/A,N/A,N/A,Female,N/A,N/A
1402,Yukata,N/A,Naruto Shippūden Episode #261,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Female,N/A,N/A
1403,Yuki (Academy student),N/A,N/A,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Female,N/A,N/A
1404,Yuki (hawk),N/A,Boruto Episode #274,N/A,N/A,N/A,N/A,Female,N/A,N/A
1406,Yūkimaru's Mother,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
1407,Yukimi,N/A,Naruto Shippūden Episode #352,N/A,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Female,N/A,Iburi
1408,Kae Yukiwari,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Female,N/A,N/A
1409,Yūra,Naruto Chapter #247,Naruto Shippūden Episode #2,N/A,N/A,Naruto Shippūden: Ultimate Ninja 5,N/A,Male,AB,N/A
1410,Yurika,Naruto Chapter #250,Naruto Shippūden Episode #8,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Female,N/A,N/A
1414,Yurui (anime),N/A,Naruto Shippūden Episode #289,N/A,N/A,N/A,N/A,Male,N/A,N/A
1415,Yūsuke,N/A,Naruto Shippūden Episode #223,N/A,N/A,N/A,N/A,Male,N/A,N/A
1416,Yūsuke's Father,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1417,Yūto,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,Rinha
1419,Zaji (gambler),N/A,Naruto Shippūden Episode #286,N/A,N/A,N/A,N/A,Male,N/A,N/A
1420,Zangei,Naruto Chapter #320,Naruto Shippūden Episode #76,N/A,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Male,N/A,N/A
1421,Zansūru,Sasuke Retsuden Chapter #1,Boruto Episode #282,Sasuke Retsuden: The Uchiha Descendants and the Heavenly Stardust,N/A,N/A,N/A,Male,N/A,N/A
1423,Zenza,Naruto Chapter #320,Naruto Shippūden Episode #75,N/A,N/A,N/A,N/A,Male,N/A,N/A
1429,Zōsui,N/A,Naruto Shippūden Episode #431,N/A,N/A,N/A,N/A,Male,N/A,N/A
32,Akane (Kunoichi),N/A,Naruto Shippūden Episode #479,The Last: Naruto the Movie,The Last: Naruto the Movie,N/A,N/A,N/A,N/A,N/A
53,Mikazuki Amaashi,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
67,Amuda,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
86,Mokume Arai,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
95,Asami,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
142,Chichiatsu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
171,Calm Seas Daimyō,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
172,Claw Daimyō,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
187,Dajimu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
189,Danjō,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
234,Kiyomu Fukuda,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A,N/A
285,Garyō,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
330,Gojō,N/A,Boruto Episode #120,N/A,N/A,N/A,N/A,Male,N/A,N/A
334,Gōshō,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
340,Gozu (Root),N/A,N/A,Itachi Shinden: Book of Dark Night,N/A,N/A,N/A,Male,N/A,N/A
349,Hagiri,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
366,Hanuma,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
395,Himeno,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
412,Hohozuki,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
454,Ikanago,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
474,Isago (anime),N/A,Boruto Episode #120,N/A,N/A,N/A,N/A,Female,N/A,N/A
525,Kaede,N/A,Naruto Shippūden Episode #479,The Last: Naruto the Movie,The Last: Naruto the Movie,N/A,N/A,N/A,N/A,N/A
580,Suika Kannonji,N/A,Boruto Episode #42,N/A,N/A,N/A,N/A,Female,N/A,N/A
585,Kanyū,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
603,Katara,N/A,Boruto Episode #160,N/A,N/A,N/A,N/A,Male,N/A,N/A
607,Katsura,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
634,Kikuchiyo,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,Inuzuka
650,Kiruru,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
654,Kō (Anbu),N/A,N/A,Itachi Shinden: Book of Dark Night,N/A,N/A,N/A,Male,N/A,N/A
659,Kina Kodon,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,Kodon
662,Kō Kogare,N/A,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
679,Komitsu,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
685,Konenmaru,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
705,Kuma Panda,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
740,Leh,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
742,Lily Himeno,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
763,Margo,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
769,Mashō,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
784,Mezu,N/A,N/A,Itachi Shinden: Book of Dark Night,N/A,N/A,N/A,Male,N/A,N/A
816,Mizugoke,N/A,N/A,N/A,N/A,Naruto: The Broken Bond,N/A,Male,N/A,N/A
830,Renge Momoashi,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
856,Naruto Musasabi,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
892,Nemui,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
904,Noji,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
919,Ōmitsu,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
961,Rainenmaru,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
978,Rōen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
994,Ryūrimaru,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1039,Sasuke Sarutobi,Naruto Chapter #500 (Mentioned),Naruto Shippūden Episode #247 (Mentioned),N/A,N/A,Naruto Shippūden: Ultimate Ninja Blazing  (Mentioned),N/A,Male,N/A,Sarutobi
1060,Jiryū Sendō,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,Sendō
1095,Hakubi Shin,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1157,Sumure,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1163,Himuka Suzukaze,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
1219,Tera,Naruto Chapter #454 (Mentioned),Naruto Shippūden Episode #198 (Mentioned),N/A,N/A,N/A,N/A,N/A,N/A,N/A
1284,Tsuyu,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
1290,Hazuki Uchiha,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,Uchiha
1298,Kagen Uchiha,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,Uchiha
1422,Zenigoke,N/A,N/A,N/A,N/A,Naruto: The Broken Bond,N/A,Male,N/A,N/A
1424,Zetsu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
